CO_UNIDADE;CO_CNES;NU_CNPJ_MANTENEDORA;TP_PFPJ;NO_FANTASIA;NU_ENDERECO;CO_CEP;NU_TELEFONE;NO_EMAIL;CO_ATIVIDADE;TP_UNIDADE;CO_ESTADO_GESTOR;CO_MUNICIPIO_GESTOR;CO_TIPO_UNIDADE;CO_TIPO_ESTABELECIMENTO;CO_CONVENIO;QTProfissionais;NU_CNPJ_ADM;TO_CHAR(DT_VIGENCIA_INICIAL,'DD/MM/YYYY');TO_CHAR(DT_VIGENCIA_FINAL,'DD/MM/YYYY');CO_CPF;NO_REPRESENTANTE;DS_CARGO;DS_E_MAIL;DT_DADOS
2200957397569;7397569;7218763000152.0;3;LRPD DE AROEIRAS DO ITAIM;S/N;64612000;89 3421-8022;;4;39;22;220095;;20.0;1;;;;;;;;;202211
2203207963823;7963823;1958265000160.0;3;LABORATORIO DE PROTESES DENTARIAS DE CURIMATA;S/N;64960000;8935741485;;4;39;22;220320;;20.0;1;;;;;;;;;202211
2210006616631;6616631;;3;LABORATORIO DE ANALISES CLINICAS MANOEL BARBOSA;808;64760000;;laboratoriomanoelbarbosa@gmail.com;4;39;22;221000;;18.0;2;;;;;;;;;202211
2208306258018;6258018;6553887000555.0;3;CEFIPI CENTRO DE FISIOTERAPIA DE PIRACURUCA;1;64240000;86-33432226;smspiracuruca@saude.pi.gov.br;4;39;22;220830;;15.0;1;;;;;;;;;202211
2211002406276;2406276;;3;PRONTOANALISES;215;64001230;(86)2212780;;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211002406276;2406276;;3;PRONTOANALISES;215;64001230;(86)2212780;;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211002406276;2406276;;3;PRONTOANALISES;215;64001230;(86)2212780;;4;39;22;221100;;18.0;6;;;;;;;;;202211
2210400615544;615544;;3;TAVARES MOURA ANALISES CLINICAS LTDA;179;64330000;86 32217805;;4;39;22;221040;;18.0;2;;;;;;;;;202211
2210400615544;615544;;3;TAVARES MOURA ANALISES CLINICAS LTDA;179;64330000;86 32217805;;4;39;22;221040;;18.0;6;;;;;;;;;202211
2207302975750;2975750;1658614000128.0;3;LRPD PAES LANDIM;346;64710000;;;4;39;22;220730;;16.0;1;;;;;;;;;202211
2211006051308;6051308;;3;ULTRARAD;1480;64049110;(86)32265851;ultrarad@uol.com.br;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211006051308;6051308;;3;ULTRARAD;1480;64049110;(86)32265851;ultrarad@uol.com.br;4;39;22;221100;;18.0;5;;;;;;;;;202211
2211006051308;6051308;;3;ULTRARAD;1480;64049110;(86)32265851;ultrarad@uol.com.br;4;39;22;221100;;18.0;6;;;;;;;;;202211
2202905442079;5442079;;3;LABORATORIO DE ANALISES CLINICAS PACHECO;1075;64980000;;;4;39;22;220290;;18.0;2;;;;;;;;;202211
2211002593645;2593645;;3;CLINICAN;1380;64000170;(86)32173340;clinicanthe@bol.com.br;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211003025373;3025373;;3;FISIOVIDA;3292;64009330;(86)2141314;;4;39;22;221100;;;2;;;;;;;;;202211
2211003037843;3037843;;3;CRP;1985;64001260;(86 )3222 8512;;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211003043266;3043266;;3;CORDIS;725;64000390;(86)2210455;;4;39;22;221100;;16.0;2;;;;;;;;;202211
2211003043266;3043266;;3;CORDIS;725;64000390;(86)2210455;;4;39;22;221100;;16.0;2;;;;;;;;;202211
2206909013520;9013520;6554836000114.0;3;LRPD NOVO ORIENTE DO PIAUI;S/N;64530000;;;4;39;22;220690;;20.0;1;;;;;;;;;202211
2203905708206;5708206;;3;LABOVIDA;524;64800082;08935213600;;4;39;22;220390;;18.0;1;;;;;;;;;202211
2203905708206;5708206;;3;LABOVIDA;524;64800082;08935213600;;4;39;22;220390;;18.0;2;;;;;;;;;202211
2208909037160;9037160;3375811000165.0;3;LABORATORIO DE PROTESE DENTARIA DE RIBEIRO GONCALVES;S/N;64865000;;;4;39;22;220890;;20.0;1;;;;;;;;;202211
2211003161528;3161528;;3;CLINICA PREVCAN LTDA;802;64001390;(86)2216097;;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211003161528;3161528;;3;CLINICA PREVCAN LTDA;802;64001390;(86)2216097;;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211003002810;3002810;;3;CENTRO DE PATOLOGIA DO PIAUI LTDA;2345;64000060;;;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211002551888;2551888;6553564000138.0;3;LABORATORIO CENTRAL DE SAUDE PUBLICA DR COSTA ALVARENGA;1945;64001470;(86) 32163657;lacenpiaui.com.br;3;80;22;221100;;22.0;1;;;;;;;;;202211
2211002551888;2551888;6553564000138.0;3;LABORATORIO CENTRAL DE SAUDE PUBLICA DR COSTA ALVARENGA;1945;64001470;(86) 32163657;lacenpiaui.com.br;3;80;22;221100;;22.0;1;;;;;;;;;202211
2211005339553;5339553;;3;ULTRA X LTDA;596;64000330;8631945555;;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211005339553;5339553;;3;ULTRA X LTDA;596;64000330;8631945555;;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211005339553;5339553;;3;ULTRA X LTDA;596;64000330;8631945555;;4;39;22;221100;;18.0;5;;;;;;;;;202211
2211005339553;5339553;;3;ULTRA X LTDA;596;64000330;8631945555;;4;39;22;221100;;18.0;6;;;;;;;;;202211
2211006711081;6711081;;3;CIESA;1745;64049508;30830009;CLINICACIESA@YAHOO.COM.BR;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211006711081;6711081;;3;CIESA;1745;64049508;30830009;CLINICACIESA@YAHOO.COM.BR;4;39;22;221100;;18.0;5;;;;;;;;;202211
2211006711081;6711081;;3;CIESA;1745;64049508;30830009;CLINICACIESA@YAHOO.COM.BR;4;39;22;221100;;18.0;6;;;;;;;;;202211
2211006725562;6725562;;3;UROFISIO;203;64001390;32231662;urofisio_fisioterapia@hotmail.com;4;39;22;221100;;;2;;;;;;;;;202211
2211006725562;6725562;;3;UROFISIO;203;64001390;32231662;urofisio_fisioterapia@hotmail.com;4;39;22;221100;;;6;;;;;;;;;202211
2201906691889;6691889;;3;CMDI CENTRO MEDICO DE DIAGNOSTICO POR IMAGEM;505;64900000;89)35622635-81356086;cmdibomjesus@hotmail.com;4;39;22;220190;;18.0;6;;;;;;;;;202211
2211005291240;5291240;;3;CORPUS;395;64048152;3232-7500;;4;39;22;221100;;;2;;;;;;;;;202211
2211005291240;5291240;;3;CORPUS;395;64048152;3232-7500;;4;39;22;221100;;;6;;;;;;;;;202211
2207004009347;4009347;;3;BIOCENTER LABORATORIO CLINICO;572;64500000;(89)3462 4517;cassiomcarmo@hotmail.com;4;39;22;220700;;18.0;1;;;;;;;;;202211
2208002324482;2324482;;3;LAMEP;550;64600094;(86)3422-2765;;4;39;22;220800;;16.0;1;;;;;;;;;202211
2208002324482;2324482;;3;LAMEP;550;64600094;(86)3422-2765;;4;39;22;220800;;16.0;1;;;;;;;;;202211
2208002324482;2324482;;3;LAMEP;550;64600094;(86)3422-2765;;4;39;22;220800;;16.0;2;;;;;;;;;202211
2208002694352;2694352;;3;LABORATORIO PICOENSE DE ANALISES CLINICAS EDVARTON;471;64600106;(86)4221627;;4;39;22;220800;;16.0;1;;;;;;;;;202211
2208002694352;2694352;;3;LABORATORIO PICOENSE DE ANALISES CLINICAS EDVARTON;471;64600106;(86)4221627;;4;39;22;220800;;16.0;1;;;;;;;;;202211
2208002694352;2694352;;3;LABORATORIO PICOENSE DE ANALISES CLINICAS EDVARTON;471;64600106;(86)4221627;;4;39;22;220800;;16.0;2;;;;;;;;;202211
2207357967241;7967241;1612602000162.0;3;LRPD DE PAJEU DO PIAUI;S/N;64898000;8935320105;smspajeu@gmail.com;4;39;22;220735;;20.0;1;;;;;;;;;202211
2208305006538;5006538;;3;BRILAC BRITO LABORATORIO DE ANALISES CLINICAS;1075;64240000;8633431811;;4;39;22;220830;;13.0;2;;;;;;;;;202211
2208305006538;5006538;;3;BRILAC BRITO LABORATORIO DE ANALISES CLINICAS;1075;64240000;8633431811;;4;39;22;220830;;13.0;2;;;;;;;;;202211
2208305006538;5006538;;3;BRILAC BRITO LABORATORIO DE ANALISES CLINICAS;1075;64240000;8633431811;;4;39;22;220830;;13.0;6;;;;;;;;;202211
2209857649517;7649517;2320728000126.0;3;LABORATORIO DE PROTESE DENTARIA SAO JOAO DA CANABRAVA;S/N;64635000;89 3429 1302;saudecanabrava@hotmail.com;4;39;22;220985;;20.0;1;;;;;;;;;202211
2205809883657;9883657;;3;LABOARTE;267;64160000;86 33931400;carlos.henrick.ch82@gmail.com;4;39;22;220580;;20.0;2;;;;;;;;;202211
2207906222684;6222684;;3;LABOCLINICA;65;64255000;;;4;39;22;220790;;18.0;1;;;;;;;;;202211
2207906222684;6222684;;3;LABOCLINICA;65;64255000;;;4;39;22;220790;;18.0;2;;;;;;;;;202211
2210392694115;2694115;2744546000182.0;3;LRPD DE SAO MIGUEL DO FIDALGO;S/N;64558000;;;4;39;22;221039;;20.0;1;;;;;;;;;202211
2207703563049;3563049;;3;FISIOCLINICA DE PARNAIBA;452;64200200;(86)33239999;;4;39;22;220770;;;2;;;;;;;;;202211
2204300845027;845027;3543912000106.0;3;LABORATORIO DE PROTESE DENTARIA LAB MASTER;10;64690000;89 99196189;contapicos@hotmail.com;4;39;22;220430;;20.0;1;;;;;;;;;202211
2204300845027;845027;3543912000106.0;3;LABORATORIO DE PROTESE DENTARIA LAB MASTER;10;64690000;89 99196189;contapicos@hotmail.com;4;39;22;220430;;20.0;1;;;;;;;;;202211
2204300845027;845027;3543912000106.0;3;LABORATORIO DE PROTESE DENTARIA LAB MASTER;10;64690000;89 99196189;contapicos@hotmail.com;4;39;22;220430;;20.0;2;;;;;;;;;202211
2207702323214;2323214;;3;LAB ANAL CLIN SAO VICENTE;836;64200250;86 99649943;serconrel@bol.com.br;4;39;22;220770;;16.0;1;;;;;;;;;202211
2207702323214;2323214;;3;LAB ANAL CLIN SAO VICENTE;836;64200250;86 99649943;serconrel@bol.com.br;4;39;22;220770;;16.0;2;;;;;;;;;202211
2208404009657;4009657;;3;LABORATORIO CLINICO DE PIRIPIRI;225;64260000;(86)2761514;;4;39;22;220840;;18.0;1;;;;;;;;;202211
2208404009657;4009657;;3;LABORATORIO CLINICO DE PIRIPIRI;225;64260000;(86)2761514;;4;39;22;220840;;18.0;1;;;;;;;;;202211
2208404009657;4009657;;3;LABORATORIO CLINICO DE PIRIPIRI;225;64260000;(86)2761514;;4;39;22;220840;;18.0;2;;;;;;;;;202211
2208404009657;4009657;;3;LABORATORIO CLINICO DE PIRIPIRI;225;64260000;(86)2761514;;4;39;22;220840;;18.0;2;;;;;;;;;202211
2208404009657;4009657;;3;LABORATORIO CLINICO DE PIRIPIRI;225;64260000;(86)2761514;;4;39;22;220840;;18.0;6;;;;;;;;;202211
2207702324350;2324350;;3;CENTROCLINICA;650;64200200;(86)3212200;;4;39;22;220770;;16.0;1;;;;;;;;;202211
2207702324350;2324350;;3;CENTROCLINICA;650;64200200;(86)3212200;;4;39;22;220770;;16.0;1;;;;;;;;;202211
2207702324350;2324350;;3;CENTROCLINICA;650;64200200;(86)3212200;;4;39;22;220770;;16.0;2;;;;;;;;;202211
2207702324350;2324350;;3;CENTROCLINICA;650;64200200;(86)3212200;;4;39;22;220770;;16.0;2;;;;;;;;;202211
2211006650732;6650732;;3;ART DENTE;281;64001310;8632210582;;4;39;22;221100;;;2;;;;;;;;;202211
2210609974199;9974199;;3;BIOLAC LABORATORIO DE ANALISES CLINICAS;201;64770000;;;4;39;22;221060;;18.0;2;;;;;;;;;202211
2209150423807;423807;41522228000129.0;3;LRPD DE SANTA CRUZ DOS MILAGRES;S/N;64315000;;;4;39;22;220915;;20.0;1;;;;;;;;;202211
2207703542556;3542556;;3;MARCOR MAXIMO ATENDIMENTO E RECUPERACAO CORPORAL;715;64200370;86 88443720;cacaregobarros@hotmail.com;4;39;22;220770;;16.0;1;;;;;;;;;202211
2207703542556;3542556;;3;MARCOR MAXIMO ATENDIMENTO E RECUPERACAO CORPORAL;715;64200370;86 88443720;cacaregobarros@hotmail.com;4;39;22;220770;;16.0;1;;;;;;;;;202211
2207703542556;3542556;;3;MARCOR MAXIMO ATENDIMENTO E RECUPERACAO CORPORAL;715;64200370;86 88443720;cacaregobarros@hotmail.com;4;39;22;220770;;16.0;2;;;;;;;;;202211
2207703542556;3542556;;3;MARCOR MAXIMO ATENDIMENTO E RECUPERACAO CORPORAL;715;64200370;86 88443720;cacaregobarros@hotmail.com;4;39;22;220770;;16.0;2;;;;;;;;;202211
2200250381772;381772;;3;BIOLAB;327;64655000;89 34421128;mama.biomedica@hotmail.com;4;39;22;220025;;18.0;1;;;;;;;;;202211
2200250381772;381772;;3;BIOLAB;327;64655000;89 34421128;mama.biomedica@hotmail.com;4;39;22;220025;;18.0;2;;;;;;;;;202211
2210602365138;2365138;;3;LABORATORIO ANALISES CLIN ESP N SENHORA DE FATIMA;585;64770000;(86)5821041;;4;39;22;221060;;18.0;2;;;;;;;;;202211
2210602365138;2365138;;3;LABORATORIO ANALISES CLIN ESP N SENHORA DE FATIMA;585;64770000;(86)5821041;;4;39;22;221060;;18.0;2;;;;;;;;;202211
2211002406217;2406217;;3;LAPAC;502;64018640;(86)2219141;lapac.ltda@bol.com.br;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211002406217;2406217;;3;LAPAC;502;64018640;(86)2219141;lapac.ltda@bol.com.br;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211002406217;2406217;;3;LAPAC;502;64018640;(86)2219141;lapac.ltda@bol.com.br;4;39;22;221100;;18.0;6;;;;;;;;;202211
2211006587968;6587968;;3;IRP;27;64037304;(86)3229 7157;;4;39;22;221100;;15.0;1;;;;;;;;;202211
2211006587968;6587968;;3;IRP;27;64037304;(86)3229 7157;;4;39;22;221100;;15.0;1;;;;;;;;;202211
2211006587968;6587968;;3;IRP;27;64037304;(86)3229 7157;;4;39;22;221100;;15.0;5;;;;;;;;;202211
2211006587968;6587968;;3;IRP;27;64037304;(86)3229 7157;;4;39;22;221100;;15.0;6;;;;;;;;;202211
2201207345038;7345038;;3;LAB ANALISES;668;64100000;;;4;39;22;220120;;18.0;1;;;;;;;;;202211
2201207345038;7345038;;3;LAB ANALISES;668;64100000;;;4;39;22;220120;;18.0;2;;;;;;;;;202211
2203607355246;7355246;2852126000110.0;3;LRPD DE ELISEU MARTINS;S/N;64880000;;;4;39;22;220360;;20.0;1;;;;;;;;;202211
2202307949197;7949197;;3;LABORATORIO DE ANALISE CLINICAS EXAMINAR;389;64890000;8935311699;emanuelwesley1@hotmail.com;4;39;22;220230;;18.0;2;;;;;;;;;202211
2200057753322;7753322;3961246000118.0;3;LABORATORIO DE PROTESE DENTARIA DE ACAUA;S/N;64748000;(89)34930032;smsacauan@hotmail.com;4;39;22;220005;;20.0;1;;;;;;;;;202211
2203902855828;2855828;;3;LAB CENTER;716;64800076;89 94663239;labcenterfloriano@gmail.com;4;39;22;220390;;16.0;1;;;;;;;;;202211
2203902855828;2855828;;3;LAB CENTER;716;64800076;89 94663239;labcenterfloriano@gmail.com;4;39;22;220390;;16.0;2;;;;;;;;;202211
2203902855828;2855828;;3;LAB CENTER;716;64800076;89 94663239;labcenterfloriano@gmail.com;4;39;22;220390;;16.0;6;;;;;;;;;202211
2205530869872;869872;1612585000163.0;3;LRPD DE JUREMA;S/N;64782000;89981008346;;4;39;22;220553;;20.0;1;;;;;;;;;202211
2211002323400;2323400;;3;INSTITUTO DE RADIOLOGIA DO PIAUI LTDA;2265;64001060;(86)32263131;irlp@uol.com.br;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211002323400;2323400;;3;INSTITUTO DE RADIOLOGIA DO PIAUI LTDA;2265;64001060;(86)32263131;irlp@uol.com.br;4;39;22;221100;;18.0;2;;;;;;;;;202211
2203900991325;991325;;3;LABORATORIO DE PROTESE SIQUEIRA;118;64807439;89 94748924;asteconfloriano@gmail.com;4;80;22;220390;;15.0;2;;;;;;;;;202211
2211006007120;6007120;;3;CENTRO DE DIAGNOSTICOS CDM;2240;64001280;86-32215000;;4;39;22;221100;;;2;;;;;;;;;202211
2211006007120;6007120;;3;CENTRO DE DIAGNOSTICOS CDM;2240;64001280;86-32215000;;4;39;22;221100;;;2;;;;;;;;;202211
2211006007120;6007120;;3;CENTRO DE DIAGNOSTICOS CDM;2240;64001280;86-32215000;;4;39;22;221100;;;6;;;;;;;;;202211
2211006007120;6007120;;3;CENTRO DE DIAGNOSTICOS CDM;2240;64001280;86-32215000;;4;39;22;221100;;;6;;;;;;;;;202211
2211003174964;3174964;;3;GINECLINICA;1558;64001120;;;4;39;22;221100;;;2;;;;;;;;;202211
2211003174964;3174964;;3;GINECLINICA;1558;64001120;;;4;39;22;221100;;;2;;;;;;;;;202211
2207002490714;2490714;;3;CLINICA OEIRENSE;100;64500000;(89) 3462 2416;;4;39;22;220700;;18.0;1;;;;;;;;;202211
2207002490714;2490714;;3;CLINICA OEIRENSE;100;64500000;(89) 3462 2416;;4;39;22;220700;;18.0;1;;;;;;;;;202211
2207002490714;2490714;;3;CLINICA OEIRENSE;100;64500000;(89) 3462 2416;;4;39;22;220700;;18.0;2;;;;;;;;;202211
2207002490714;2490714;;3;CLINICA OEIRENSE;100;64500000;(89) 3462 2416;;4;39;22;220700;;18.0;2;;;;;;;;;202211
2211009862390;9862390;;3;BIOANALISE SC LTDA HOSPITAL SAO PAULO;1551;64049440;8632158585;;4;39;22;221100;;18.0;2;;;;;;;;;202211
2202000111155;111155;6554455000640.0;3;LABORATORIO DE PROTESE ODONTOLOGICA DE BURITI DOS LOPES;S/N;64230000;;;4;39;22;220200;;20.0;1;;;;;;;;;202211
2200209970991;9970991;;3;LABORATORIO DE ANALISES CLINICA AGUA BRANCA;717;64460000;(86)999012732;;4;80;22;220020;;18.0;1;;;;;;;;;202211
2200209970991;9970991;;3;LABORATORIO DE ANALISES CLINICA AGUA BRANCA;717;64460000;(86)999012732;;4;80;22;220020;;18.0;2;;;;;;;;;202211
2202607806884;7806884;;3;CLINICAL LAB ANTONIO LUIS CARDOSO;629;64340000;;wallacemellojr@gmail.com;4;39;22;220260;;18.0;1;;;;;;;;;202211
2202607806884;7806884;;3;CLINICAL LAB ANTONIO LUIS CARDOSO;629;64340000;;wallacemellojr@gmail.com;4;39;22;220260;;18.0;2;;;;;;;;;202211
2202607806884;7806884;;3;CLINICAL LAB ANTONIO LUIS CARDOSO;629;64340000;;wallacemellojr@gmail.com;4;39;22;220260;;18.0;6;;;;;;;;;202211
2204807090102;7090102;;3;CLINDILABOR;S/N;64540000;89 3440 1098;dalilanogueira3@hotmail.com;4;39;22;220480;;18.0;2;;;;;;;;;202211
2207703469875;3469875;;3;LABORATORIO DE ANALISES CLINICAS ESP DE PARNAIBA LTDA;840;64200280;(86)3211929;;4;39;22;220770;;16.0;1;;;;;;;;;202211
2208403834859;3834859;2601314000175.0;3;LABORATORIO MUNICIPAL DE SAUDE PUBLICA DE PIRIPIRI;S/N;64260000;;sms@piripiri.pi.gov.br;4;39;22;220840;;18.0;1;;;;;;;;;202211
2211005675855;5675855;;3;PHYSIOS FISIOTERAPIA CLINICA;850;64048400;(86)32332167;oeasbr@yahoo.com.br;4;39;22;221100;;;2;;;;;;;;;202211
2211005675855;5675855;;3;PHYSIOS FISIOTERAPIA CLINICA;850;64048400;(86)32332167;oeasbr@yahoo.com.br;4;39;22;221100;;;6;;;;;;;;;202211
2211303781887;3781887;;3;LAB LABORATORIO DE ANALISES CLINICOS;S/N;64300000;;;4;39;22;221130;;18.0;2;;;;;;;;;202211
2208006928897;6928897;;3;CLINIEXAMES;720;64600094;;;4;39;22;220800;;16.0;1;;;;;;;;;202211
2208006928897;6928897;;3;CLINIEXAMES;720;64600094;;;4;39;22;220800;;16.0;2;;;;;;;;;202211
2208006928897;6928897;;3;CLINIEXAMES;720;64600094;;;4;39;22;220800;;16.0;6;;;;;;;;;202211
2210606926800;6926800;;3;M ANALISES;601;64770000;;;4;39;22;221060;;18.0;1;;;;;;;;;202211
2209653809625;3809625;2802085000157.0;3;LABORATORIO JOSE MOREIRA DOS SANTOS;344;64745000;(89)34966003;;4;39;22;220965;;18.0;1;;;;;;;;;202211
2200503809579;3809579;;3;LABORATORIO DE DIAGNOSTICO CLINICO DO MEDIO PARNAIBA;124;64400000;(86)32921199;;4;39;22;220050;;18.0;2;;;;;;;;;202211
2200503809579;3809579;;3;LABORATORIO DE DIAGNOSTICO CLINICO DO MEDIO PARNAIBA;124;64400000;(86)32921199;;4;39;22;220050;;18.0;5;;;;;;;;;202211
2200503809579;3809579;;3;LABORATORIO DE DIAGNOSTICO CLINICO DO MEDIO PARNAIBA;124;64400000;(86)32921199;;4;39;22;220050;;18.0;6;;;;;;;;;202211
2202657742657;7742657;2544502000109.0;3;LRPD DE CAXINGO;133;64228000;86 33320001;SMSCAXINGO@HOTMAIL.COM;4;39;22;220265;;20.0;1;;;;;;;;;202211
2211005360099;5360099;;3;CLINICA DE FONOAUDIOLOGIA LTDA;2250;64001120;;;4;39;22;221100;;;2;;;;;;;;;202211
2211005360099;5360099;;3;CLINICA DE FONOAUDIOLOGIA LTDA;2250;64001120;;;4;39;22;221100;;;6;;;;;;;;;202211
2211002406535;2406535;;3;PREVLAB;80;64001310;(86)981292307;;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211002406535;2406535;;3;PREVLAB;80;64001310;(86)981292307;;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211002406667;2406667;;3;SHECAP;2159;64001160;(86)2225083;;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211002406667;2406667;;3;SHECAP;2159;64001160;(86)2225083;;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211002406756;2406756;;3;LABORATORIO MARIANO CASTELO BRANCO E CIA LTDA;139;64000210;(86)2210210;;4;39;22;221100;;;1;;;;;;;;;202211
2211002406756;2406756;;3;LABORATORIO MARIANO CASTELO BRANCO E CIA LTDA;139;64000210;(86)2210210;;4;39;22;221100;;;2;;;;;;;;;202211
2211002406829;2406829;;3;POLICLINICA DO PIAUI;1803;64000020;(86)2228785;;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211002406829;2406829;;3;POLICLINICA DO PIAUI;1803;64000020;(86)2228785;;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211002406829;2406829;;3;POLICLINICA DO PIAUI;1803;64000020;(86)2228785;;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211002406829;2406829;;3;POLICLINICA DO PIAUI;1803;64000020;(86)2228785;;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211002406136;2406136;;3;LABORATORIO DE PATOLOGIA CLINICA DR ANTONIO LOBAO VERAS;770;64048180;(86)32331515;;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211002406136;2406136;;3;LABORATORIO DE PATOLOGIA CLINICA DR ANTONIO LOBAO VERAS;770;64048180;(86)32331515;;4;39;22;221100;;18.0;6;;;;;;;;;202211
2207702324296;2324296;;3;LABORATORIO MEIRELES;304;64200270;86 33221124;;4;39;22;220770;;16.0;1;;;;;;;;;202211
2207702324296;2324296;;3;LABORATORIO MEIRELES;304;64200270;86 33221124;;4;39;22;220770;;16.0;2;;;;;;;;;202211
2210400036935;36935;;3;LABCAM;531;64330000;86 32521526;;4;39;22;221040;;18.0;2;;;;;;;;;202211
2211303948811;3948811;;3;CLINLAB;146;64300000;86 99979326;confiarecontabilidade01@gmail.com;4;39;22;221130;;18.0;2;;;;;;;;;202211
2201902948338;2948338;;3;CLINLAB;265;64900000;89 81198931;clinlab.bj@gmail.com;4;39;22;220190;;18.0;2;;;;;;;;;202211
2202205370906;5370906;;3;CLINICA DE DIAGNOSTICO POR IMAGEM;1182;64280000;;;4;39;22;220220;;18.0;2;;;;;;;;;202211
2202205370906;5370906;;3;CLINICA DE DIAGNOSTICO POR IMAGEM;1182;64280000;;;4;39;22;220220;;18.0;5;;;;;;;;;202211
2202205370906;5370906;;3;CLINICA DE DIAGNOSTICO POR IMAGEM;1182;64280000;;;4;39;22;220220;;18.0;6;;;;;;;;;202211
2211002323419;2323419;;3;ESPACO IMAGEM;1000;64046010;(86) 2302421;sergiomazoni@uol.com.br;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211002323419;2323419;;3;ESPACO IMAGEM;1000;64046010;(86) 2302421;sergiomazoni@uol.com.br;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211002323419;2323419;;3;ESPACO IMAGEM;1000;64046010;(86) 2302421;sergiomazoni@uol.com.br;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211002323419;2323419;;3;ESPACO IMAGEM;1000;64046010;(86) 2302421;sergiomazoni@uol.com.br;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211002406411;2406411;;3;CLINICA SAUDE DE MULHER;574;64001250;(86)2215408;;4;39;22;221100;;;2;;;;;;;;;202211
2211002406411;2406411;;3;CLINICA SAUDE DE MULHER;574;64001250;(86)2215408;;4;39;22;221100;;;2;;;;;;;;;202211
2211002360705;2360705;;3;LACITO;8;64010100;8681130050;;4;39;22;221100;;;6;;;;;;;;;202211
2211002360845;2360845;;3;CLINICA DRA GINA ZORINA;396;64001330;(86)32222762;;4;39;22;221100;;16.0;2;;;;;;;;;202211
2211002360845;2360845;;3;CLINICA DRA GINA ZORINA;396;64001330;(86)32222762;;4;39;22;221100;;16.0;6;;;;;;;;;202211
2211002404478;2404478;;3;LID;162;64001330;(86) 2237022;;4;39;22;221100;;;2;;;;;;;;;202211
2211002404478;2404478;;3;LID;162;64001330;(86) 2237022;;4;39;22;221100;;;2;;;;;;;;;202211
2211002405725;2405725;;3;LAB CLINICO PIAUIENSE;868;64002490;(86)2229490;;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211002405725;2405725;;3;LAB CLINICO PIAUIENSE;868;64002490;(86)2229490;;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211002405725;2405725;;3;LAB CLINICO PIAUIENSE;868;64002490;(86)2229490;;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211002405725;2405725;;3;LAB CLINICO PIAUIENSE;868;64002490;(86)2229490;;4;39;22;221100;;18.0;2;;;;;;;;;202211
2210627823886;7823886;1783469000107.0;3;LABORATORIO DE PROTESES DENTARIAS;S/N;64985000;;;4;39;22;221062;;20.0;1;;;;;;;;;202211
2211002406314;2406314;;3;CCDT;550;64000290;30298389;;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211002406314;2406314;;3;CCDT;550;64000290;30298389;;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211002406314;2406314;;3;CCDT;550;64000290;30298389;;4;39;22;221100;;18.0;2;;;;;;;;;202211
2211002406314;2406314;;3;CCDT;550;64000290;30298389;;4;39;22;221100;;18.0;2;;;;;;;;;202211
2208857967217;7967217;3287237000193.0;3;LABORATORIO DE PROTESES DENTARIAS DE RIACHO FRIO PI;15;64975000;8935560128;smsriachofrio@saude.pi.gov.br;4;39;22;220885;;20.0;1;;;;;;;;;202211
2211002323532;2323532;5522917000170.0;3;LABORATORIO RAUL BACELAR;S/N;64020291;(86)32159190;;4;80;22;221100;;18.0;1;;;;;;;;;202211
2211002323532;2323532;5522917000170.0;3;LABORATORIO RAUL BACELAR;S/N;64020291;(86)32159190;;4;80;22;221100;;18.0;1;;;;;;;;;202211
2211002405474;2405474;;3;CLINICA MONTEIRO;1927;64018010;(86)32293242;;4;39;22;221100;;18.0;1;;;;;;;;;202211
2211002405474;2405474;;3;CLINICA MONTEIRO;1927;64018010;(86)32293242;;4;39;22;221100;;18.0;1;;;;;;;;;202211
